Continent,Country,Segment,Types,CAGR,Attribute,Value
Middle East & Africa,South Africa,Product,Others,0.07,2017,14.60121631
Middle East & Africa,South Africa,Product,Others,0.07,2018,15.47081776
Middle East & Africa,South Africa,Product,Others,0.07,2019,16.42669712
Middle East & Africa,South Africa,Product,Others,0.07,2020,11.84197236
Middle East & Africa,South Africa,Product,Others,0.07,2021,12.54421908
Middle East & Africa,South Africa,Product,Others,0.07,2022,13.32556258
Middle East & Africa,South Africa,Product,Others,0.07,2023,14.18201605
Middle East & Africa,South Africa,Product,Others,0.07,2024,15.12165578
Middle East & Africa,South Africa,Product,Others,0.07,2025,16.15355606
Middle East & Africa,South Africa,Product,Others,0.07,2026,17.28792336
Middle East & Africa,South Africa,Product,Others,0.07,2027,18.53625004
Middle East & Africa,South Africa,Product,Others,0.07,2028,19.91149072
Middle East & Africa,South Africa,Product,Others,0.07,2029,21.42826479
Middle East & Africa,South Africa,Product,Others,0.07,2030,23.10308927
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2017,74.91792678
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2018,78.96661488
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2019,83.40942226
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2020,52.38138777
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2021,58.31154081
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2022,61.61299566
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2023,64.93679177
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2024,68.5676631
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2025,72.53645818
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2026,76.87768341
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2027,81.62997181
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2028,86.83661759
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2029,92.54618645
Middle East & Africa,South Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2030,98.81321296
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2017,38.74224864
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2018,41.06480987
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2019,43.61828943
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2020,31.45613299
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2021,33.33411269
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2022,35.42385892
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2023,37.71502507
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2024,40.22934379
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2025,42.99124025
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2026,46.02819498
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2027,49.3711599
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2028,53.05503563
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2029,57.11921986
Middle East & Africa,South Africa,Distribution Channel,Specialty Stores,0.07,2030,61.60823804
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2017,27.06309824
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2018,29.25893192
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2019,31.69956072
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2020,30.75044832
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2021,28.35331801
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2022,30.65630364
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2023,33.1962914
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2024,36.00124541
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2025,39.10278076
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2026,42.53668261
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2027,46.34350429
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2028,50.56925745
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2029,55.26620909
Middle East & Africa,South Africa,Distribution Channel,Online,0.09,2030,60.49380331
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2017,43.57734237
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2018,45.67899129
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2019,47.96284543
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2020,34.18052786
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2021,37.34463564
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2022,39.18927857
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2023,41.48250823
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2024,43.98646405
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2025,46.72266582
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2026,49.71516591
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2027,52.99087242
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2028,56.57991713
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2029,60.51607476
Middle East & Africa,South Africa,Distribution Channel,Others,0.07,2030,64.83724124
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2017,524.1599461
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2018,554.8837519
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2019,588.6468834
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2020,423.9810332
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2021,448.7306459
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2022,476.2656941
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2023,506.4368539
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2024,539.5257785
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2025,575.848795
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2026,615.7615451
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2027,659.6643015
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2028,708.008065
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2029,761.3015625
Middle East & Africa,Rest of Middle East & Africa,Product,Spring Water,0.07,2030,820.1192905
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2017,333.897983
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2018,356.3058984
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2019,381.0098951
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2020,276.616293
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2021,295.0914711
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2022,315.6818812
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2023,338.3335523
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2024,363.2800161
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2025,390.7847346
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2026,421.145277
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2027,454.6981255
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2028,491.8242117
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2029,532.9553017
Middle East & Africa,Rest of Middle East & Africa,Product,Sparkling Water,0.08,2030,578.581368
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2017,718.7841338
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2018,761.9509064
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2019,809.4168871
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2020,583.7923253
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2021,618.7202725
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2022,657.5922901
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2023,700.2186256
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2024,747.0052584
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2025,798.4085782
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2026,854.9421945
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2027,917.1847447
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2028,985.7888577
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2029,1061.491454
Middle East & Africa,Rest of Middle East & Africa,Product,Mineral Water,0.07,2030,1145.125597
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2017,136.4183613
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2018,144.9964242
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2019,154.4393523
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2020,111.6860566
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2021,118.6832004
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2022,126.4752098
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2023,135.0316634
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2024,144.4369655
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2025,154.7861536
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2026,166.1863564
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2027,178.7584687
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2028,192.6390771
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2029,207.982677
Middle East & Africa,Rest of Middle East & Africa,Product,Others,0.07,2030,224.9642267
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2017,690.630663
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2018,730.0866892
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2019,773.4287061
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2020,500.4931413
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2021,558.2739248
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2022,591.6360592
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2023,625.2700525
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2024,662.0551998
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2025,702.3164403
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2026,746.4178521
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2027,794.7677636
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2028,847.8245935
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2029,906.1035311
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Supermarkets & Hypermarkets,0.06,2030,970.1841849
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2017,365.6743187
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2018,388.9911285
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2019,414.6696163
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2020,300.1277158
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2021,319.1981438
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2022,340.4407483
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2023,363.7791625
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2024,389.4463884
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2025,417.704933
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2026,448.8508757
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2027,483.2185435
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2028,521.1858885
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2029,563.1806834
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Specialty Stores,0.08,2030,609.6876642
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2017,248.2208566
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2018,269.4726209
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2019,293.1624247
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2020,286.3351277
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2021,279.5072688
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2022,303.067699
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2023,329.1160542
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2024,357.9524797
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2025,389.9171199
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2026,425.3959116
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2027,464.8272762
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2028,508.7098593
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2029,557.6114915
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Online,0.09,2030,612.1795756
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2017,408.7345859
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2018,429.5865424
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2019,452.2522708
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2020,309.1197232
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2021,324.2462524
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2022,340.8705687
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2023,361.855426
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2024,384.7939506
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2025,409.8897683
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2026,437.3707335
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2027,467.4920571
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2028,500.5398702
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2029,536.8352894
Middle East & Africa,Rest of Middle East & Africa,Distribution Channel,Others,0.07,2030,576.7390574
